created_at,id,id_str,text,full_text,truncated,entities,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,favorited_by,retweeted,scopes,lang,possibly_sensitive,display_text_width,display_text_range,retweeted_status,quoted_status,quoted_status_id,quoted_status_id_str,quoted_status_permalink,quote_count,timestamp_ms,reply_count,filter_level,metadata,query,withheld_scope,withheld_copyright,withheld_in_countries,possibly_sensitive_appealable
2023-02-04T22:30:00Z,1621999542198493200,1621999542198493186,"☑️ Elecciones 2023: Así tu puedes encontrar tu lugar de votación. 
-
Detalles aquí⬇️: https://t.co/Hpwvf7d8f3","☑️ Elecciones 2023: Así tu puedes encontrar tu lugar de votación. 
-
Detalles aquí⬇️: https://t.co/Hpwvf7d8f3",FALSE,,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,6,6,FALSE,NA,FALSE,NA,es,FALSE,NA,109,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-04T20:08:48Z,1621964005915885600,1621964005915885570,"✅ ¿Cúales son las 8 preguntas de la consulta popular? 
-
Detalles aquí⬇️: https://t.co/Oq09qtBYn2","✅ ¿Cúales son las 8 preguntas de la consulta popular? 
-
Detalles aquí⬇️: https://t.co/Oq09qtBYn2",FALSE,,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,0,2,FALSE,NA,FALSE,NA,es,FALSE,NA,97,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-04T18:30:01Z,1621939145831489500,1621939145831489536,"🔴 Estas son las multas por no asisitir a las elecciones seccionales 2023. 
-
Detalles aquí⬇️: https://t.co/bLXZ0LdJkP","🔴 Estas son las multas por no asisitir a las elecciones seccionales 2023. 
-
Detalles aquí⬇️: https://t.co/bLXZ0LdJkP",FALSE,,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,7,20,FALSE,NA,FALSE,NA,es,FALSE,NA,117,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-04T16:17:24Z,1621905772710862800,1621905772710862848,"El Registro Civil mantiene sus horarios extendidos para la emisión de cédulas de identidad. 
-
Todos los detalles aquí⬇️: https://t.co/wYh8TjnZI3","El Registro Civil mantiene sus horarios extendidos para la emisión de cédulas de identidad. 
-
Todos los detalles aquí⬇️: https://t.co/wYh8TjnZI3",FALSE,,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,3,8,FALSE,NA,FALSE,NA,es,FALSE,NA,145,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-04T03:29:31Z,1621712527552921600,1621712527552921601,"El presidente Guillermo Lasso anunció que el Gobierno no permitirá la liberación de Junior Roldán, cabecilla de Los Choneros. » https://t.co/H5lMvN7tyN https://t.co/ATpudkV6p9","El presidente Guillermo Lasso anunció que el Gobierno no permitirá la liberación de Junior Roldán, cabecilla de Los Choneros. » https://t.co/H5lMvN7tyN https://t.co/ATpudkV6p9",FALSE,,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,11,44,FALSE,NA,FALSE,NA,es,FALSE,NA,151,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-04T03:11:33Z,1621708005329739800,1621708005329739777,"Policía busca al fiscal Julio Sánchez, quien no acusó a Junior Roldán, cabecilla de Los Choneros, en caso de tráfico de armas. » https://t.co/HukzV7nvQo https://t.co/La3HEpwfJ2","Policía busca al fiscal Julio Sánchez, quien no acusó a Junior Roldán, cabecilla de Los Choneros, en caso de tráfico de armas. » https://t.co/HukzV7nvQo https://t.co/La3HEpwfJ2",FALSE,,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,19,73,FALSE,NA,FALSE,NA,es,FALSE,NA,152,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-04T02:00:01Z,1621690006178857e3,1621690006178856961,Junior Roldán fue sobreseído tras ser detenido por tráfico de armas. ¿Por qué? Aquí los detalles. » https://t.co/j4mGZTbwwz,Junior Roldán fue sobreseído tras ser detenido por tráfico de armas. ¿Por qué? Aquí los detalles. » https://t.co/j4mGZTbwwz,FALSE,,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,1,9,FALSE,NA,FALSE,NA,es,FALSE,NA,123,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-04T01:30:00Z,1621682452841353200,1621682452841353217,¿Qué pasa si no acudo a votar este 5 de febrero? Conozca el valor de las sanciones aquí » https://t.co/bLXZ0LdJkP,¿Qué pasa si no acudo a votar este 5 de febrero? Conozca el valor de las sanciones aquí » https://t.co/bLXZ0LdJkP,FALSE,,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,6,13,FALSE,NA,FALSE,NA,es,FALSE,NA,113,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-04T00:30:00Z,1621667353355329500,1621667353355329537,🐕 Pitbull que mató a un bebé en Guayaquil sería sacrificado. Esto sabemos del caso. ▶️ https://t.co/tZufymb19B,🐕 Pitbull que mató a un bebé en Guayaquil sería sacrificado. Esto sabemos del caso. ▶️ https://t.co/tZufymb19B,FALSE,,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,4,8,FALSE,NA,FALSE,NA,es,FALSE,NA,110,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-03T23:19:25Z,162164959087625e4,1621649590876250115,(VIDEO) Mira el GOL de Miller Bolaños en el empate de Emelec ante Gualaceo. ⬇️ https://t.co/8nlGTkE0zS https://t.co/iqmhbJ7Vcz,(VIDEO) Mira el GOL de Miller Bolaños en el empate de Emelec ante Gualaceo. ⬇️ https://t.co/8nlGTkE0zS https://t.co/iqmhbJ7Vcz,FALSE,,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,6,11,FALSE,NA,FALSE,NA,es,FALSE,NA,102,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
